"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8694","D_14: Kiểm tra dropdown Ngày giờ chiếu hiển thị các suất chiếu khi chưa chọn Phim và Rạp","chromium","2026-09-20","passed","2026-09-20","Dashboard Feature > Movie Search (Quick Booking Bar)","ui\dashboard\dashboard.spec.ts","",""
"","3","D_34: Kiểm tra đăng nhập thành công với tài khoản hợp lệ","chromium","2026-09-20","skipped","2026-09-20","Login Feature","ui\login.spec.ts","",""
"","40022","D_01: Kiểm tra logo CyberSoft được hiển thị trên header","firefox","2026-09-20","broken","2026-09-20","TopBar / Header Feature - Test Cases (D_01 to D_08 & D_35)","ui\dashboard\header.spec.ts","",""
"","40071","D_19: Click nút 'Mua vé ngay' khi chỉ chọn Phim + Rạp","webkit","2026-09-20","broken","2026-09-20","Dashboard Feature > Movie Search (Quick Booking Bar)","ui\dashboard\dashboard.spec.ts","",""
"","17665","D_03: Kiểm tra điều hướng đến trang Lịch Chiếu","webkit","2026-09-20","passed","2026-09-20","TopBar / Header Feature - Test Cases (D_01 to D_08 & D_35)","ui\dashboard\header.spec.ts","",""
"","11288","D_23: Kiểm tra thông tin hiển thị trên thẻ phim","firefox","2026-09-20","failed","2026-09-20","Dashboard Feature > Movie Listing","ui\dashboard\dashboard.spec.ts","",""
"","19556","D_11: Tìm kiếm bằng chữ cái tên phim trong danh sách phim","firefox","2026-09-20","passed","2026-09-20","Dashboard Feature > Movie Search (Quick Booking Bar)","ui\dashboard\dashboard.spec.ts","",""
"","14220","D_17: Click nút 'Mua vé ngay' khi chưa chọn Phim + Rạp + Ngày giờ chiếu","firefox","2026-09-20","passed","2026-09-20","Dashboard Feature > Movie Search (Quick Booking Bar)","ui\dashboard\dashboard.spec.ts","",""
"","22122","D_21: Kiểm tra danh sách phim trên trang chủ được hiển thị","webkit","2026-09-20","passed","2026-09-20","Dashboard Feature > Movie Listing","ui\dashboard\dashboard.spec.ts","",""
"","2","I_01: Kiểm tra chức năng Quên mật khẩu","webkit","2026-09-20","failed","2026-09-20","Login Feature","ui\login.spec.ts","",""
"","40016","D_33: Chọn một rạp để xem lịch chiếu","firefox","2026-09-20","broken","2026-09-20","Dashboard Feature > Cinema List","ui\dashboard\dashboard.spec.ts","",""
"","21201","D_13: Kiểm tra dropdown Rạp hiển thị danh sách rạp khi đã chọn Phim","chromium","2026-09-20","failed","2026-09-20","Dashboard Feature > Movie Search (Quick Booking Bar)","ui\dashboard\dashboard.spec.ts","",""
"","22991","D_09: Kiểm tra slider banner hiển thị hình ảnh","chromium","2026-09-20","failed","2026-09-20","Dashboard Feature > Banner","ui\dashboard\dashboard.spec.ts","",""
"","0","D_06: Kiểm tra điều hướng đến trang Ứng Dụng","webkit","2026-09-20","skipped","2026-09-20","TopBar / Header Feature - Test Cases (D_01 to D_08 & D_35)","ui\dashboard\header.spec.ts","",""
"","12333","D_11: Tìm kiếm bằng chữ cái tên phim trong danh sách phim","chromium","2026-09-20","failed","2026-09-20","Dashboard Feature > Movie Search (Quick Booking Bar)","ui\dashboard\dashboard.spec.ts","",""
"","12051","D_29: Kiểm tra trạng thái loading khi tải dữ liệu phim","chromium","2026-09-20","passed","2026-09-20","Dashboard Feature > UI / Responsive & Loading","ui\dashboard\dashboard.spec.ts","",""
"","26514","D_32: Kiểm tra hiển thị nội dung danh sách rạp phim","chromium","2026-09-20","failed","2026-09-20","Dashboard Feature > Cinema List","ui\dashboard\dashboard.spec.ts","",""
